职业,领域,索引,名称,等级,消耗,失败率
"兽王","王牌",22,"王牌烙印",40,100,40
"兽王","王牌",23,"活体王牌",45,120,45
"兽王","王牌",25,"王牌占卜",33,35,30
"兽王","王牌",26,"王牌学识",38,60,45
"兽王","王牌",27,"治疗怪物",32,50,40
"兽王","王牌",28,"王牌龙",36,80,40
"兽王","王牌",32,"王牌上古龙",47,100,40
"咒术师","生命",1,"治疗轻伤",1,1,30
"咒术师","生命",2,"祝福",3,2,35
"咒术师","生命",3,"再生",4,3,35
"咒术师","生命",4,"召唤光芒",5,5,35
"咒术师","生命",5,"探测门与陷阱",7,7,35
"咒术师","生命",6,"治疗中伤",9,8,40
"咒术师","生命",7,"解毒",12,12,40
"咒术师","生命",8,"充饥",15,14,45
"咒术师","生命",9,"移除诅咒",16,16,45
"咒术师","生命",10,"禁食",17,17,50
"咒术师","生命",11,"治疗重伤",18,18,50
"咒术师","生命",12,"抵抗冷热",19,19,50
"咒术师","生命",13,"感知周围",20,20,50
"咒术师","生命",14,"亡灵退散",23,23,50
"咒术师","生命",15,"治疗",30,30,55
"咒术师","生命",16,"守护结界",35,70,75
"咒术师","生命",17,"驱除诅咒",26,30,50
"咒术师","生命",18,"察觉",28,25,70
"咒术师","生命",19,"驱散不死生物",33,33,60
"咒术师","生命",20,"维持属性",35,35,60
"咒术师","生命",21,"治愈变异",35,35,70
"咒术师","生命",22,"召回之语",35,55,80
"咒术师","生命",23,"超越",39,40,80
"咒术师","生命",24,"真实结界",46,70,80
"咒术师","生命",25,"绝育",9,15,50
"咒术师","生命",26,"探测",25,25,50
"咒术师","生命",27,"湮灭不死生物",35,55,80
"咒术师","生命",28,"透视",42,100,80
"咒术师","生命",29,"完全恢复",45,90,80
"咒术师","生命",30,"真实治疗",48,50,80
"咒术师","生命",31,"神圣视界",49,100,80
"咒术师","生命",32,"终极抵抗",50,100,80
"咒术师","咒术",1,"探测怪物",1,1,23
"咒术师","咒术",2,"相位门",1,2,24
"咒术师","咒术",3,"探测门与陷阱",3,3,25
"咒术师","咒术",4,"区域照明",3,3,30
"咒术师","咒术",5,"混乱单一怪物",4,4,30
"咒术师","咒术",6,"传送",5,5,35
"咒术师","咒术",7,"催眠单一怪物",6,5,30
"咒术师","咒术",8,"充能",7,7,75
"咒术师","咒术",9,"魔法探知",9,7,75
"咒术师","咒术",10,"批量鉴定",10,7,75
"咒术师","咒术",11,"减速单一怪物",11,7,75
"咒术师","咒术",12,"群体静滞",13,7,50
"咒术师","咒术",13,"传送离开",18,12,60
"咒术师","咒术",14,"自我加速",22,12,60
"咒术师","咒术",15,"真实探测",28,20,70
"咒术师","咒术",16,"真实鉴定",33,30,75
"咒术师","咒术",17,"物品栏保护",3,3,25
"咒术师","咒术",18,"制造阶梯",10,10,80
"咒术师","咒术",19,"感知心灵",14,10,60
"咒术师","咒术",20,"传送到城镇",18,30,70
"咒术师","咒术",21,"自我知识",20,18,85
"咒术师","咒术",22,"传送楼层",20,18,60
"咒术师","咒术",23,"召回之语",25,25,75
"咒术师","咒术",24,"任意门",40,40,80
"咒术师","咒术",25,"探知",10,10,40
"咒术师","咒术",26,"制造门",20,20,80
"咒术师","咒术",27,"隔空取物",25,25,75
"咒术师","咒术",28,"透视",30,40,80
"咒术师","咒术",29,"装置精通",40,65,90
"咒术师","咒术",30,"炼金术",42,50,90
"咒术师","咒术",31,"放逐",43,40,55
"咒术师","咒术",32,"无敌结界",45,70,85
"咒术师","自然",1,"探测生物",1,1,23
"咒术师","自然",2,"闪电",3,3,25
"咒术师","自然",3,"探测门与陷阱",3,3,25
"咒术师","自然",4,"制造食物",4,4,35
"咒术师","自然",5,"昼光",4,4,50
"咒术师","自然",6,"御风而行",4,5,50
"咒术师","自然",7,"抵抗环境",5,5,50
"咒术师","自然",8,"治愈伤口与中毒",5,5,35
"咒术师","自然",9,"化石为泥",5,5,40
"咒术师","自然",10,"冰霜之矢",5,5,30
"咒术师","自然",11,"自然感知",7,6,45
"咒术师","自然",12,"火之矢",7,6,40
"咒术师","自然",13,"阳光射线",9,6,30
"咒术师","自然",14,"纠缠",19,12,55
"咒术师","自然",15,"自然之门",25,25,90
"咒术师","自然",16,"草药治疗",40,60,90
"咒术师","自然",17,"建造阶梯",9,12,40
"咒术师","自然",18,"石肤术",10,12,75
"咒术师","自然",19,"真实抵抗",15,20,85
"咒术师","自然",20,"制造森林",20,22,80
"咒术师","自然",21,"与石交谈",37,40,90
"咒术师","自然",22,"石墙术",38,45,75
"咒术师","自然",23,"防腐保护",40,90,90
"咒术师","自然",24,"召唤阳光",42,35,90
"咒术师","自然",25,"地震",20,18,60
"咒术师","自然",26,"火焰风暴",23,23,80
"咒术师","自然",27,"暴风雪",25,25,75
"咒术师","自然",28,"闪电风暴",30,27,75
"咒术师","自然",29,"漩涡",35,30,85
"咒术师","自然",30,"寒冰之矢",37,40,75
"咒术师","自然",31,"重力风暴",39,40,75
"咒术师","自然",32,"自然之怒",40,75,65
"咒术师","混沌",1,"魔法飞弹",1,1,20
"咒术师","混沌",2,"陷阱/门破坏",1,2,22
"咒术师","混沌",3,"闪光",2,2,25
"咒术师","混沌",4,"混乱之触",5,5,30
"咒术师","混沌",5,"法力爆发",9,6,50
"咒术师","混沌",6,"火之矢",13,9,45
"咒术师","混沌",7,"力场之拳",14,9,45
"咒术师","混沌",8,"传送自身",15,9,35
"咒术师","混沌",9,"奇迹",17,10,25
"咒术师","混沌",10,"混沌之矢",19,12,45
"咒术师","混沌",11,"音爆",21,13,45
"咒术师","混沌",12,"毁灭之矢",23,15,50
"咒术师","混沌",13,"火球",25,16,50
"咒术师","混沌",14,"传送他人",25,18,60
"咒术师","混沌",15,"毁灭之语",30,20,80
"咒术师","混沌",16,"唤起洛格鲁斯",32,40,85
"咒术师","混沌",17,"变形他人",11,7,45
"咒术师","混沌",18,"连锁闪电",15,15,80
"咒术师","混沌",19,"奥术绑定",16,14,80
"咒术师","混沌",20,"解离",25,25,85
"咒术师","混沌",21,"改变现实",30,25,85
"咒术师","混沌",22,"魔法火箭",35,41,80
"咒术师","混沌",23,"混沌烙印",45,90,80
"咒术师","混沌",24,"召唤恶魔",47,100,90
"咒术师","混沌",25,"重力射线",20,20,66
"咒术师","混沌",26,"陨石雨",35,32,85
"咒术师","混沌",27,"烈焰打击",37,34,75
"咒术师","混沌",28,"召唤混沌",39,42,85
"咒术师","混沌",29,"变形自身",42,50,85
"咒术师","混沌",30,"法力风暴",45,58,85
"咒术师","混沌",31,"喷吐洛格鲁斯",47,75,80
"咒术师","混沌",32,"呼唤虚空",49,100,85
"咒术师","死亡",1,"探测非生命体",1,1,25
"咒术师","死亡",2,"恶咒",2,2,25
"咒术师","死亡",3,"探测邪恶",2,2,25
"咒术师","死亡",4,"臭气云",3,3,27
"咒术师","死亡",5,"黑死眠",5,5,30
"咒术师","死亡",6,"死灵抗性",7,10,75
"咒术师","死亡",7,"惊骇",9,9,30
"咒术师","死亡",8,"奴役不死生物",10,10,30
"咒术师","死亡",9,"熵之法球",12,12,40
"咒术师","死亡",10,"地狱之矢",13,12,30
"咒术师","死亡",11,"死云术",18,15,50
"咒术师","死亡",12,"单体灭绝",24,21,60
"咒术师","死亡",13,"毒素烙印",30,75,80
"咒术师","死亡",14,"吸血汲取",32,30,60
"咒术师","死亡",15,"操纵死尸",36,35,80
"咒术师","死亡",16,"灭绝",39,30,95
"咒术师","死亡",17,"狂暴",10,20,80
"咒术师","死亡",18,"唤起幽魂",10,15,80
"咒术师","死亡",19,"暗之矢",11,11,30
"咒术师","死亡",20,"战斗狂热",30,25,75
"咒术师","死亡",21,"吸血烙印",34,90,70
"咒术师","死亡",22,"真实吸血",36,35,60
"咒术师","死亡",23,"地狱冲击波",38,35,70
"咒术师","死亡",24,"黑暗风暴",40,40,70
"咒术师","死亡",25,"死亡射线",20,20,75
"咒术师","死亡",26,"复活死者",25,66,95
"咒术师","死亡",27,"秘术",30,40,95
"咒术师","死亡",28,"变形吸血鬼",35,40,80
"咒术师","死亡",29,"恢复生命",42,50,75
"咒术师","死亡",30,"群体灭绝",43,75,80
"咒术师","死亡",31,"地狱风暴",45,58,85
"咒术师","死亡",32,"幽灵形态",47,100,90
"咒术师","王牌",1,"相位门",1,1,25
"咒术师","王牌",2,"王牌蜘蛛",3,3,25
"咒术师","王牌",3,"洗牌",5,5,37
"咒术师","王牌",4,"重置召回",6,6,40
"咒术师","王牌",5,"传送",7,7,20
"咒术师","王牌",6,"王牌探知",11,12,30
"咒术师","王牌",7,"传送离开",14,15,30
"咒术师","王牌",8,"王牌动物",18,20,30
"咒术师","王牌",9,"王牌触及",20,20,40
"咒术师","王牌",10,"王牌神风特攻",23,20,35
"咒术师","王牌",11,"幻影仆从",25,24,30
"咒术师","王牌",12,"加速怪物",30,28,40
"咒术师","王牌",13,"传送楼层",33,30,35
"咒术师","王牌",14,"任意门",35,33,45
"咒术师","王牌",15,"召回之语",40,35,40
"咒术师","王牌",16,"驱逐",42,40,35
"咒术师","王牌",17,"交换位置",22,35,70
"咒术师","王牌",18,"王牌不死生物",24,24,35
"咒术师","王牌",19,"王牌爬行动物",26,26,35
"咒术师","王牌",20,"王牌怪物",30,25,35
"咒术师","王牌",21,"王牌猎犬",30,30,35
"咒术师","王牌",22,"王牌烙印",35,70,40
"咒术师","王牌",23,"活体王牌",40,100,45
"咒术师","王牌",24,"王牌机械恶魔",45,100,45
"咒术师","王牌",25,"王牌占卜",30,30,30
"咒术师","王牌",26,"王牌学识",35,50,45
"咒术师","王牌",27,"治疗怪物",36,55,40
"咒术师","王牌",28,"王牌龙",39,80,40
"咒术师","王牌",29,"王牌陨石",41,45,70
"咒术师","王牌",30,"王牌恶魔",47,100,40
"咒术师","王牌",31,"王牌高阶不死生物",48,100,40
"咒术师","王牌",32,"王牌上古龙",49,100,40
"咒术师","奥秘",1,"发射法术",1,1,20
"咒术师","奥秘",2,"巫师之锁",1,1,33
"咒术师","奥秘",3,"探测隐形",1,1,33
"咒术师","奥秘",4,"探测怪物",2,1,33
"咒术师","奥秘",5,"闪烁",2,2,33
"咒术师","奥秘",6,"区域照明",4,4,40
"咒术师","奥秘",7,"陷阱与门破坏",5,5,33
"咒术师","奥秘",8,"治疗轻伤",6,5,44
"咒术师","奥秘",9,"探测门与陷阱",7,6,40
"咒术师","奥秘",10,"燃素",8,8,60
"咒术师","奥秘",11,"探测财宝",9,8,50
"咒术师","奥秘",12,"探测魔法物品",9,9,50
"咒术师","奥秘",13,"探测物品",9,9,50
"咒术师","奥秘",14,"解毒",11,10,50
"咒术师","奥秘",15,"抵抗寒冷",12,12,50
"咒术师","奥秘",16,"抵抗火焰",13,12,50
"咒术师","奥秘",17,"抵抗闪电",14,12,50
"咒术师","奥秘",18,"抵抗酸液",15,12,50
"咒术师","奥秘",19,"治疗中伤",16,14,33
"咒术师","奥秘",20,"传送",18,15,50
"咒术师","奥秘",21,"鉴定",20,20,60
"咒术师","奥秘",22,"化石为泥",22,16,60
"咒术师","奥秘",23,"光之射线",25,18,60
"咒术师","奥秘",24,"充饥",28,20,70
"咒术师","奥秘",25,"识破隐形",28,20,60
"咒术师","奥秘",26,"抵抗毒素",31,25,70
"咒术师","奥秘",27,"传送楼层",35,35,80
"咒术师","奥秘",28,"传送离开",40,30,70
"咒术师","奥秘",29,"充能",41,30,66
"咒术师","奥秘",30,"探测",42,30,80
"咒术师","奥秘",31,"召回之语",45,50,70
"咒术师","奥秘",32,"透视",49,100,80
"咒术师","工匠",1,"次级附魔",1,1,20
"咒术师","工匠",2,"再生",2,2,20
"咒术师","工匠",3,"充饥",3,3,30
"咒术师","工匠",4,"抵抗寒冷",5,5,35
"咒术师","工匠",5,"抵抗火焰",6,5,35
"咒术师","工匠",6,"英雄气概",8,6,45
"咒术师","工匠",7,"抵抗闪电",9,5,35
"咒术师","工匠",8,"抵抗酸液",10,5,35
"咒术师","工匠",9,"识破隐形",12,12,45
"咒术师","工匠",10,"移除诅咒",15,14,40
"咒术师","工匠",11,"抵抗毒素",17,15,60
"咒术师","工匠",12,"狂暴",20,17,75
"咒术师","工匠",13,"自我知识",23,18,85
"咒术师","工匠",14,"鉴定",26,22,50
"咒术师","工匠",15,"治愈",29,30,60
"咒术师","工匠",16,"元素烙印",38,65,95
"咒术师","工匠",17,"心灵感应",12,12,45
"咒术师","工匠",18,"石肤术",14,10,75
"咒术师","工匠",19,"抵抗",20,20,85
"咒术师","工匠",20,"自我加速",24,12,60
"咒术师","工匠",21,"旋风斩",30,35,60
"咒术师","工匠",22,"打磨盾牌",34,50,70
"咒术师","工匠",23,"武器精通",41,80,90
"咒术师","工匠",24,"魔法护甲",45,55,70
"咒术师","工匠",25,"移除所有诅咒",14,14,65
"咒术师","工匠",26,"纯化",30,55,80
"咒术师","工匠",27,"真实知识",36,45,90
"咒术师","工匠",28,"附魔",38,100,95
"咒术师","工匠",29,"工艺",40,100,90
"咒术师","工匠",30,"活体王牌",43,100,70
"咒术师","工匠",31,"免疫",47,70,80
"咒术师","工匠",32,"法力烙印",50,70,80
"咒术师","恶魔",1,"魔法飞弹",1,1,20
"咒术师","恶魔",2,"探测非生命体",2,1,22
"咒术师","恶魔",3,"邪恶祝福",3,2,25
"咒术师","恶魔",4,"抵抗火焰",4,5,30
"咒术师","恶魔",5,"惊骇",7,5,45
"咒术师","恶魔",6,"地狱之矢",10,7,40
"咒术师","恶魔",7,"召唤原魔",11,9,35
"咒术师","恶魔",8,"地狱之焰",13,13,40
"咒术师","恶魔",9,"支配恶魔",15,14,45
"咒术师","恶魔",10,"视界",17,15,60
"咒术师","恶魔",11,"抵抗地狱",20,18,50
"咒术师","恶魔",12,"等离子之矢",23,15,50
"咒术师","恶魔",13,"火球",25,16,50
"咒术师","恶魔",14,"火焰烙印",30,75,80
"咒术师","恶魔",15,"地狱球",32,28,70
"咒术师","恶魔",16,"召唤恶魔",36,70,85
"咒术师","恶魔",17,"恶魔之眼",12,12,45
"咒术师","恶魔",18,"恶魔斗篷",15,20,60
"咒术师","恶魔",19,"熔岩之流",25,22,65
"咒术师","恶魔",20,"等离子球",34,30,80
"咒术师","恶魔",21,"变形恶魔",35,40,80
"咒术师","恶魔",22,"地狱冲击波",36,35,85
"咒术师","恶魔",23,"魅魔之吻",37,40,85
"咒术师","恶魔",24,"末日之手",44,80,80
"咒术师","恶魔",25,"提振士气",9,9,50
"咒术师","恶魔",26,"不朽之躯",26,25,85
"咒术师","恶魔",27,"疯狂法阵",36,35,80
"咒术师","恶魔",28,"引爆宠物",41,50,85
"咒术师","恶魔",29,"召唤高阶恶魔",43,100,90
"咒术师","恶魔",30,"地狱之火",45,95,90
"咒术师","恶魔",31,"送入地狱",47,85,80
"咒术师","恶魔",32,"变形恶魔领主",49,80,85
"咒术师","圣战",1,"惩戒",1,1,20
"咒术师","圣战",2,"探测邪恶",2,1,15
"咒术师","圣战",3,"移除恐惧",4,3,25
"咒术师","圣战",4,"恐吓怪物",6,4,30
"咒术师","圣战",5,"避难所",7,5,34
"咒术师","圣战",6,"传送门",9,7,30
"咒术师","圣战",7,"星尘",10,10,45
"咒术师","圣战",8,"净化",15,11,55
"咒术师","圣战",9,"驱散邪恶",17,15,55
"咒术师","圣战",10,"神圣法球",17,14,50
"咒术师","圣战",11,"驱魔",21,19,60
"咒术师","圣战",12,"移除诅咒",23,20,70
"咒术师","圣战",13,"感知隐形",26,24,50
"咒术师","圣战",14,"防护邪恶",29,23,60
"咒术师","圣战",15,"制裁之雷",34,32,85
"咒术师","圣战",16,"圣言",40,35,85
"咒术师","圣战",17,"开启通路",6,5,33
"咒术师","圣战",18,"拘捕",18,14,50
"咒术师","圣战",19,"天使斗篷",21,16,60
"咒术师","圣战",20,"驱散不死生物与恶魔",25,20,65
"咒术师","圣战",21,"驱散邪恶",32,27,70
"咒术师","圣战",22,"神圣之刃",34,75,95
"咒术师","圣战",23,"星爆",35,45,70
"咒术师","圣战",24,"召唤天使",44,100,90
"咒术师","圣战",25,"英雄气概",9,9,50
"咒术师","圣战",26,"驱除诅咒",30,35,80
"咒术师","圣战",27,"驱逐邪恶",32,32,75
"咒术师","圣战",28,"末日审判",36,22,80
"咒术师","圣战",29,"以眼还眼",40,40,80
"咒术师","圣战",30,"神之愤怒",43,65,90
"咒术师","圣战",31,"神圣干预",46,90,90
"咒术师","圣战",32,"圣战",48,100,85
"咒术师","毁灭",1,"闪电之矢",1,3,30
"咒术师","毁灭",2,"冰霜之矢",3,3,30
"咒术师","毁灭",3,"火之矢",5,4,40
"咒术师","毁灭",4,"酸液之矢",7,5,40
"咒术师","毁灭",5,"闪电球",9,7,40
"咒术师","毁灭",6,"冰霜球",11,8,45
"咒术师","毁灭",7,"火球",13,12,45
"咒术师","毁灭",8,"酸液球",15,13,50
"咒术师","毁灭",9,"碎片之矢",17,13,50
"咒术师","毁灭",10,"重力之矢",20,17,60
"咒术师","毁灭",11,"等离子之矢",22,19,60
"咒术师","毁灭",12,"陨石",23,25,60
"咒术师","毁灭",13,"雷鸣爆",25,25,60
"咒术师","毁灭",14,"狂风爆",30,27,60
"咒术师","毁灭",15,"地狱风暴",32,30,60
"咒术师","毁灭",16,"火箭",34,40,60
"咒术师","毁灭",17,"寒冰之矢",20,20,60
"咒术师","毁灭",18,"水球",22,25,60
"咒术师","毁灭",19,"喷吐闪电",25,25,60
"咒术师","毁灭",20,"喷吐冰霜",26,26,60
"咒术师","毁灭",21,"喷吐火焰",27,27,70
"咒术师","毁灭",22,"喷吐酸液",30,28,70
"咒术师","毁灭",23,"喷吐等离子",32,33,70
"咒术师","毁灭",24,"喷吐重力",40,35,70
"咒术师","毁灭",25,"法力之矢",22,15,50
"咒术师","毁灭",26,"等离子球",25,22,60
"咒术师","毁灭",27,"法力球",35,27,70
"咒术师","毁灭",28,"喷吐声波",39,30,70
"咒术师","毁灭",29,"喷吐迟缓",42,30,70
"咒术师","毁灭",30,"喷吐解离",43,50,80
"咒术师","毁灭",31,"喷吐法力",45,50,85
"咒术师","毁灭",32,"喷吐碎片",47,55,85
"赤魔法师","生命",1,"治疗轻伤",2,2,30
"赤魔法师","生命",2,"祝福",4,4,35
"赤魔法师","生命",3,"再生",5,5,35
"赤魔法师","生命",4,"召唤光芒",7,8,35
"赤魔法师","生命",5,"探测门与陷阱",9,9,35
"赤魔法师","生命",6,"治疗中伤",11,10,40
"赤魔法师","生命",7,"解毒",15,15,40
"赤魔法师","生命",8,"充饥",18,18,45
"赤魔法师","生命",9,"移除诅咒",20,20,45
"赤魔法师","生命",10,"禁食",23,23,50
"赤魔法师","生命",11,"治疗重伤",26,25,50
"赤魔法师","生命",12,"抵抗冷热",30,28,50
"赤魔法师","生命",13,"感知周围",34,30,50
"赤魔法师","生命",14,"亡灵退散",38,32,50
"赤魔法师","生命",15,"治疗",42,38,55
"赤魔法师","生命",16,"守护结界",45,80,75
"赤魔法师","咒术",1,"探测怪物",3,1,50
"赤魔法师","咒术",2,"相位门",5,2,55
"赤魔法师","咒术",3,"探测门与陷阱",7,3,65
"赤魔法师","咒术",4,"区域照明",8,4,65
"赤魔法师","咒术",5,"混乱单一怪物",12,7,75
"赤魔法师","咒术",6,"传送",15,8,75
"赤魔法师","咒术",7,"催眠单一怪物",18,10,75
"赤魔法师","咒术",8,"充能",22,13,80
"赤魔法师","咒术",9,"魔法探知",26,16,80
"赤魔法师","咒术",10,"批量鉴定",29,17,80
"赤魔法师","咒术",11,"减速单一怪物",32,19,75
"赤魔法师","咒术",12,"群体静滞",34,23,80
"赤魔法师","咒术",13,"传送离开",35,26,80
"赤魔法师","咒术",14,"自我加速",39,29,70
"赤魔法师","咒术",15,"真实探测",42,35,80
"赤魔法师","咒术",16,"真实鉴定",46,40,75
"赤魔法师","自然",1,"探测生物",3,1,35
"赤魔法师","自然",2,"闪电",4,3,40
"赤魔法师","自然",3,"探测门与陷阱",6,5,40
"赤魔法师","自然",4,"制造食物",7,8,55
"赤魔法师","自然",5,"昼光",9,8,50
"赤魔法师","自然",6,"御风而行",10,8,50
"赤魔法师","自然",7,"抵抗环境",12,9,50
"赤魔法师","自然",8,"治愈伤口与中毒",14,10,45
"赤魔法师","自然",9,"化石为泥",16,10,80
"赤魔法师","自然",10,"冰霜之矢",18,12,40
"赤魔法师","自然",11,"自然感知",19,13,40
"赤魔法师","自然",12,"火之矢",21,15,55
"赤魔法师","自然",13,"阳光射线",23,15,55
"赤魔法师","自然",14,"纠缠",26,27,65
"赤魔法师","自然",15,"自然之门",37,38,75
"赤魔法师","混沌",1,"魔法飞弹",3,2,20
"赤魔法师","混沌",2,"陷阱/门破坏",4,3,35
"赤魔法师","混沌",3,"闪光",6,4,35
"赤魔法师","混沌",4,"混乱之触",9,6,45
"赤魔法师","混沌",5,"法力爆发",16,14,40
"赤魔法师","混沌",6,"火之矢",23,18,50
"赤魔法师","混沌",7,"力场之拳",26,24,60
"赤魔法师","混沌",8,"传送自身",28,25,60
"赤魔法师","混沌",9,"奇迹",29,26,60
"赤魔法师","混沌",10,"混沌之矢",32,29,60
"赤魔法师","混沌",11,"音爆",35,35,70
"赤魔法师","混沌",12,"毁灭之矢",38,36,70
"赤魔法师","混沌",13,"火球",41,40,75
"赤魔法师","混沌",14,"传送他人",43,35,65
"赤魔法师","混沌",15,"毁灭之语",46,38,95
"赤魔法师","混沌",16,"唤起洛格鲁斯",49,60,85
"赤魔法师","死亡",1,"探测非生命体",2,2,25
"赤魔法师","死亡",2,"恶咒",4,2,25
"赤魔法师","死亡",3,"探测邪恶",6,4,25
"赤魔法师","死亡",4,"臭气云",8,6,27
"赤魔法师","死亡",5,"黑死眠",11,10,30
"赤魔法师","死亡",6,"死灵抗性",14,13,75
"赤魔法师","死亡",7,"惊骇",16,14,30
"赤魔法师","死亡",8,"奴役不死生物",20,18,40
"赤魔法师","死亡",9,"熵之法球",22,21,40
"赤魔法师","死亡",10,"地狱之矢",25,22,30
"赤魔法师","死亡",11,"死云术",27,27,50
"赤魔法师","死亡",12,"单体灭绝",35,35,85
"赤魔法师","死亡",13,"毒素烙印",38,90,90
"赤魔法师","死亡",14,"吸血汲取",41,38,60
"赤魔法师","死亡",15,"操纵死尸",48,50,80
"赤魔法师","王牌",1,"相位门",3,2,25
"赤魔法师","王牌",2,"王牌蜘蛛",7,5,25
"赤魔法师","王牌",3,"洗牌",9,8,37
"赤魔法师","王牌",4,"重置召回",12,10,40
"赤魔法师","王牌",5,"传送",15,12,20
"赤魔法师","王牌",6,"王牌探知",18,17,30
"赤魔法师","王牌",7,"传送离开",21,23,30
"赤魔法师","王牌",8,"王牌动物",25,30,30
"赤魔法师","王牌",9,"王牌触及",29,25,40
"赤魔法师","王牌",10,"王牌神风特攻",32,27,35
"赤魔法师","王牌",11,"幻影仆从",35,30,30
"赤魔法师","王牌",12,"加速怪物",38,40,40
"赤魔法师","王牌",13,"传送楼层",42,44,35
"赤魔法师","王牌",14,"任意门",44,45,45
"赤魔法师","王牌",15,"召回之语",47,51,40
"赤魔法师","王牌",16,"驱逐",49,55,35
"赤魔法师","奥秘",1,"发射法术",1,1,20
"赤魔法师","奥秘",2,"巫师之锁",2,1,33
"赤魔法师","奥秘",3,"探测隐形",3,2,33
"赤魔法师","奥秘",4,"探测怪物",4,3,33
"赤魔法师","奥秘",5,"闪烁",5,4,33
"赤魔法师","奥秘",6,"区域照明",7,6,40
"赤魔法师","奥秘",7,"陷阱与门破坏",8,7,33
"赤魔法师","奥秘",8,"治疗轻伤",9,8,44
"赤魔法师","奥秘",9,"探测门与陷阱",10,9,40
"赤魔法师","奥秘",10,"燃素",11,10,60
"赤魔法师","奥秘",11,"探测财宝",13,12,50
"赤魔法师","奥秘",12,"探测魔法物品",14,13,50
"赤魔法师","奥秘",13,"探测物品",15,13,50
"赤魔法师","奥秘",14,"解毒",16,14,50
"赤魔法师","奥秘",15,"抵抗寒冷",18,15,50
"赤魔法师","奥秘",16,"抵抗火焰",19,16,50
"赤魔法师","奥秘",17,"抵抗闪电",20,17,50
"赤魔法师","奥秘",18,"抵抗酸液",21,18,50
"赤魔法师","奥秘",19,"治疗中伤",22,19,33
"赤魔法师","奥秘",20,"传送",24,23,50
"赤魔法师","奥秘",21,"鉴定",26,32,60
"赤魔法师","奥秘",22,"化石为泥",27,28,60
"赤魔法师","奥秘",23,"光之射线",30,29,60
"赤魔法师","奥秘",24,"充饥",33,32,70
"赤魔法师","奥秘",25,"识破隐形",36,35,60
"赤魔法师","奥秘",26,"抵抗毒素",39,38,80
"赤魔法师","奥秘",27,"传送楼层",42,41,80
"赤魔法师","奥秘",28,"传送离开",46,43,70
"赤魔法师","奥秘",29,"充能",48,46,66
"赤魔法师","奥秘",30,"探测",49,48,80
"赤魔法师","奥秘",31,"召回之语",50,70,70
"赤魔法师","工匠",1,"次级附魔",2,2,40
"赤魔法师","工匠",2,"再生",4,4,40
"赤魔法师","工匠",3,"充饥",7,6,45
"赤魔法师","工匠",4,"抵抗寒冷",10,12,50
"赤魔法师","工匠",5,"抵抗火焰",13,12,50
"赤魔法师","工匠",6,"英雄气概",16,14,55
"赤魔法师","工匠",7,"抵抗闪电",19,12,50
"赤魔法师","工匠",8,"抵抗酸液",21,12,50
"赤魔法师","工匠",9,"识破隐形",25,20,55
"赤魔法师","工匠",10,"移除诅咒",29,23,60
"赤魔法师","工匠",11,"抵抗毒素",32,27,65
"赤魔法师","工匠",12,"狂暴",36,31,75
"赤魔法师","工匠",13,"自我知识",38,26,70
"赤魔法师","工匠",14,"鉴定",41,40,70
"赤魔法师","工匠",15,"治愈",44,38,55
"赤魔法师","恶魔",1,"魔法飞弹",3,2,20
"赤魔法师","恶魔",2,"探测非生命体",5,3,35
"赤魔法师","恶魔",3,"邪恶祝福",7,5,35
"赤魔法师","恶魔",4,"抵抗火焰",10,8,45
"赤魔法师","恶魔",5,"惊骇",14,9,40
"赤魔法师","恶魔",6,"地狱之矢",20,13,60
"赤魔法师","恶魔",7,"召唤原魔",23,18,60
"赤魔法师","恶魔",8,"地狱之焰",25,25,60
"赤魔法师","恶魔",9,"支配恶魔",28,27,60
"赤魔法师","恶魔",10,"视界",32,29,70
"赤魔法师","恶魔",11,"抵抗地狱",35,33,70
"赤魔法师","恶魔",12,"等离子之矢",38,36,75
"赤魔法师","恶魔",13,"火球",41,40,75
"赤魔法师","恶魔",14,"火焰烙印",42,90,90
"赤魔法师","恶魔",15,"地狱球",47,50,75
"赤魔法师","恶魔",16,"召唤恶魔",49,111,90
"赤魔法师","圣战",1,"惩戒",2,1,20
"赤魔法师","圣战",2,"探测邪恶",3,3,30
"赤魔法师","圣战",3,"移除恐惧",7,8,35
"赤魔法师","圣战",4,"恐吓怪物",12,11,40
"赤魔法师","圣战",5,"避难所",16,16,55
"赤魔法师","圣战",6,"传送门",19,16,50
"赤魔法师","圣战",7,"星尘",22,22,55
"赤魔法师","圣战",8,"净化",25,19,60
"赤魔法师","圣战",9,"驱散邪恶",27,27,55
"赤魔法师","圣战",10,"神圣法球",29,28,80
"赤魔法师","圣战",11,"驱魔",33,32,50
"赤魔法师","圣战",12,"移除诅咒",35,30,55
"赤魔法师","圣战",13,"感知隐形",37,37,70
"赤魔法师","圣战",14,"防护邪恶",40,35,70
"赤魔法师","圣战",15,"制裁之雷",45,55,85
"赤魔法师","圣战",16,"圣言",48,65,80
"赤魔法师","毁灭",1,"闪电之矢",15,13,30
"赤魔法师","毁灭",2,"冰霜之矢",17,13,50
"赤魔法师","毁灭",3,"火之矢",19,14,50
"赤魔法师","毁灭",4,"酸液之矢",21,15,50
"赤魔法师","毁灭",5,"闪电球",24,23,50
"赤魔法师","毁灭",6,"冰霜球",26,25,55
"赤魔法师","毁灭",7,"火球",28,27,55
"赤魔法师","毁灭",8,"酸液球",30,29,60
