Name,Idx,Lvl,Speed,AC,Attacks,Dam,Body,Str,Int,Wis,Dex,Con,Chr,Life,Disarm,Device,Save,Stealth,Search,Perception,Melee,Bows
"恐虐血肉猎犬",374,23,10,30,0,0,猎犬,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"黑暗精灵邪术师",375,23,10,0,0,0,标准,-5,6,2,3,-4,1,92,="35+7",="47+15",="50+11",6,24,32,="29+6",="26+7"
"大师级盗贼",376,23,10,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"红龙蝠",377,23,20,28,0,0,蝙蝠,0,0,-3,3,-1,-4,55,="27+12",="27+10",="34+10",8,37,33,="30+12",="69+28"
"致命白甲虫",378,23,0,55,0,0,甲虫,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"冰骷髅",379,23,0,0,0,0,标准,4,-1,-4,2,3,2,115,="20+12",="18+7",="34+10",0,13,10,="80+30",="55+30"
"昂巴的安加麦特",380,24,0,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"库克幽灵",381,24,0,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"尼伯龙根人米梅",382,24,0,0,0,0,标准,1,2,-1,4,1,-1,101,="48+15",="40+12",="42+10",6,37,34,="70+21",="60+14"
"阿尔贝里希之子哈根",383,24,0,0,0,0,标准,1,2,-1,4,1,-1,101,="48+15",="40+12",="42+10",6,37,34,="70+21",="60+14"
"捷翼梅尼尔多",384,38,30,65,0,0,巨鸟,3,1,0,5,4,2,80,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"幻影兽",385,24,0,0,0,0,标准,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"大白鲨",386,24,10,70,0,0,鱼,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"4头海德拉",387,24,10,70,0,0,九头蛇2,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"次级地狱兽",388,24,5,0,0,0,标准,-2,-1,-1,-1,-2,-3,94,="15+5",="18+6",="28+9",1,12,12,="46+12",="19+10"
"霸王龙",389,24,10,70,0,0,爬行动物,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"木乃伊人类",390,24,0,0,0,0,标准,6,-8,-8,3,6,-2,124,="20+12",="13+7",="36+10",0,13,7,="85+30",="55+30"
"吸血蝙蝠",391,24,10,40,0,0,吸血蝙蝠,-1,2,-3,4,-2,-3,55,="47+15",="40+12",="42+10",8,37,39,="55+21",="57+14"
"昂巴的桑加赫安多",392,24,0,0,0,0,标准,3,3,1,2,4,1,109,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"它",393,24,0,0,0,0,标准,-1,3,1,4,-1,-2,91,="52+15",="43+12",="36+10",11,44,39,="50+21",="57+14"
"女妖",394,24,10,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"食腐虫",395,25,0,40,0,0,蜈蚣4,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"希克洛特兰树人",396,25,0,60,0,0,树,6,-2,0,-1,4,1,120,="20+12",="19+7",="36+10",0,14,11,="85+30",="52+30"
"寂静守视者",397,25,0,80,0,0,标准,5,-6,-6,-1,4,2,108,="15+7",="20+10",="38+10",1,17,24,="72+14",="63+25"
"普克尔人",398,25,0,80,0,0,标准,9,-7,-7,-3,7,2,115,="20+12",="20+9",="41+12",-1,13,10,="90+30",="16+6"
"解除附魔兽",399,25,0,60,0,0,马,2,-3,1,0,2,2,110,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"黑暗精灵德鲁伊",400,25,10,0,0,0,标准,-2,0,5,1,-2,5,97,="30+7",="35+11",="52+12",5,24,20,="43+13",="41+11"
"石巨魔",401,25,0,40,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"黑色物质",402,25,1,65,0,0,果冻5,4,-3,-3,3,4,0,113,="22+12",="19+7",="30+10",2,13,12,="75+30",="52+30"
"巨魔牧师",403,25,0,50,0,0,标准,3,-7,2,-4,3,0,107,="20+7",="22+11",="35+12",0,15,13,="68+13",="29+11"
"兽化蠕虫",404,25,0,70,0,0,巨型蠕虫,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"致命深红甲虫",405,25,0,50,0,0,甲虫,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"吸血异西鳐",406,26,0,50,0,0,鱼,0,-4,3,0,0,0,98,="23+7",="26+11",="39+12",1,17,16,="58+13",="38+11"
"诺弗·刻",407,26,0,50,0,0,马,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"巨型灰蚁",408,26,0,0,0,0,蚂蚁,2,-4,-4,0,0,-4,77,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"奴隶木乃伊卡里斯",409,26,0,0,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"风之王关赫",410,40,32,65,0,0,巨鸟,3,1,0,5,4,2,100,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"巨型红蜱",411,26,0,54,0,0,蜘蛛,1,1,-1,3,0,1,100,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"移位兽",412,26,0,100,0,0,猎犬,4,-3,-3,3,4,3,117,="23+12",="21+7",="36+10",6,12,8,="70+30",="52+30"
"乌尔方之子乌尔瓦斯",413,26,0,0,0,0,标准,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"本尼迪克的密探",414,26,0,0,0,0,标准,2,1,-1,0,1,1,109,="20+7",="25+11",="34+10",1,14,22,="65+20",="40+17"
"洞穴食人魔",415,26,0,0,0,0,标准,7,-2,-3,1,5,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"白幽灵",416,26,0,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"天使",417,26,0,60,0,0,标准,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"食尸鬼",418,26,0,0,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"尼伯龙根之王阿尔贝里希",419,27,10,0,0,0,标准,1,2,-1,4,1,-1,101,="48+15",="40+12",="42+10",6,37,34,="70+21",="60+14"
"地狱之刃",420,27,10,0,0,0,死亡之剑,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"致命红甲虫",421,27,0,45,0,0,甲虫,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"纳垢野兽",422,27,0,50,0,0,独角兽,6,-4,-3,1,4,2,117,="20+12",="17+7",="30+10",0,13,7,="82+30",="58+30"
"爬行精金币",423,27,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"阿尔格罗怪",424,27,0,60,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"奸奇火妖",425,27,0,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"树绳妖",426,27,5,60,0,0,树,7,-2,0,-4,5,2,115,="20+12",="26+9",="40+12",-1,14,11,="85+30",="13+6"
"无头怪",427,27,0,0,0,0,无头者,1,1,-1,3,0,1,100,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"振动猎犬",428,27,0,30,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"时空猎犬",429,27,0,30,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"食人魔巫师",430,27,0,0,0,0,标准,-1,3,-1,0,1,-2,100,="27+7",="37+15",="35+11",1,15,25,="54+6",="15+7"
"格伦戴尔",431,27,10,0,0,0,标准,10,-2,-3,1,7,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"吸血鬼",432,27,0,0,0,0,吸血鬼,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"蛇妖奇美拉",433,27,0,55,0,0,戈耳工奇美拉,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"夏塔克鸟",434,27,10,55,0,0,巨鸟,2,-1,-2,3,1,2,80,="45+15",="34+10",="36+10",5,32,34,="64+18",="60+18"
"科尔布兰怪",435,27,10,80,0,0,标准,9,-7,-7,-3,7,2,115,="20+12",="20+9",="41+12",-1,13,10,="90+30",="16+6"
"灵魂娜迦",436,28,0,0,0,0,娜迦,0,-2,4,0,1,3,100,="27+7",="30+11",="41+12",1,16,15,="58+13",="38+11"
"食尸藤",437,28,2,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"色孽恶兽",438,28,10,50,0,0,蜘蛛,6,-4,-3,1,4,2,117,="20+12",="17+7",="30+10",0,13,7,="82+30",="58+30"
"地狱阶梯",439,28,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"5头海德拉",440,28,10,80,0,0,九头蛇3,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"嘎查平",441,29,10,90,0,0,爬行动物,1,1,-1,3,0,1,100,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"黑骑士",442,28,10,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"海马",443,36,10,60,0,0,鱼,-8,6,3,4,-4,-4,87,="40+7",="46+15",="44+11",7,26,30,="22+6",="20+7"
"独眼巨人",444,28,5,0,0,0,标准,8,-5,-4,-1,6,0,124,="21+12",="15+7",="28+10",-1,12,7,="90+30",="65+30"
"洞察者",445,28,10,0,0,0,标准,0,2,5,1,2,2,99,="34+10",="36+11",="41+10",5,25,29,="63+12",="47+17"
"巨型紫虫",446,29,0,65,0,0,巨型蠕虫,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"毒眼牛妖",447,29,0,55,0,0,马,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"次级墙怪",448,28,0,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"巫师",449,28,0,0,0,0,标准,-3,5,2,3,1,-2,95,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"夺心魔",450,28,0,0,0,0,标准,-7,7,4,1,-4,-3,92,="40+7",="51+15",="47+11",5,21,32,="24+6",="15+7"
"终极地城清理者",451,28,10,80,0,0,自动掷骰器,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"深潜者",452,28,10,0,0,0,标准,4,-3,-3,3,4,0,113,="22+12",="19+7",="30+10",2,13,12,="75+30",="52+30"
"石化蜥蜴",453,28,10,90,0,0,爬行动物,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"冰巨魔",454,28,0,56,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"巨噬蠕虫",455,29,0,64,0,0,巨噬蠕虫,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"大天使",456,29,0,68,0,0,标准,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"戒指拟似怪",457,29,10,0,0,0,戒指,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"混沌地砖",458,29,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"青年蓝龙",459,29,2,50,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"青年白龙",460,29,2,50,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"青年绿龙",461,29,2,60,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"青年青铜龙",462,29,2,63,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"阿克拉什",463,29,0,64,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"秘银魔像",464,30,0,100,0,0,标准,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"骷髅巨魔",465,30,0,0,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"骷髅霸王龙",466,30,10,55,0,0,巨型爬行动物,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"大白鲨“大白”",467,30,10,80,0,0,鱼,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"巨鹰之王索隆多",468,55,32,65,0,0,巨鸟,3,1,0,5,4,2,80,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"巨型蓝蚁",469,30,0,0,0,0,蚂蚁,2,-4,-4,0,0,-4,77,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"坟墓尸妖",470,30,0,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"暗影幼龙",471,33,5,50,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"曼提蝎狮",472,30,10,15,0,0,猎犬,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"巨型行军蚁",473,30,10,40,0,0,蚂蚁,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"致命切割甲虫",474,30,0,60,0,0,甲虫,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"铁牛",475,31,0,88,0,0,猎犬,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"古格巨人",476,31,0,0,0,0,食尸鬼,8,-4,-4,0,5,1,124,="19+12",="13+7",="28+10",-1,13,7,="95+30",="55+30"
"幽灵",477,31,10,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"报死甲虫",478,31,0,60,0,0,甲虫,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"食人魔萨满",479,32,0,0,0,0,标准,2,-3,2,-2,3,2,106,="22+7",="25+11",="37+12",0,15,13,="68+13",="30+11"
"时空隐伏怪",480,32,0,0,0,0,克尔苏格,-5,0,-2,2,0,12,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"黑暗蜘蛛尸罗",481,32,0,80,0,0,蜘蛛,-1,2,0,6,2,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"巨型乌贼",482,32,0,80,0,0,章鱼,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"食尸鬼王",483,32,10,0,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"末日蝙蝠",484,32,10,75,0,0,巨蝙蝠,3,-2,-1,3,1,-2,88,="23+12",="22+10",="27+10",4,33,26,="45+12",="75+28"
"忍者",485,32,10,0,0,0,标准,-2,0,0,6,4,3,82,="60+15",="32+10",="46+10",13,60,47,="60+25",="45+11"
"失忆苔藓",486,32,0,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"风暴巨人",487,35,3,0,0,0,标准,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"观察者",488,32,0,1,0,0,眼睛2,-6,4,1,4,0,-1,87,="45+7",="48+15",="48+11",8,28,35,="24+6",="30+7"
"水蜥神博克鲁格",489,33,0,70,0,0,爬行动物,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"双眼巨人",490,33,5,0,0,0,标准,8,-5,-4,-1,6,0,124,="21+12",="15+7",="28+10",-1,12,7,="90+30",="65+30"
"半巨魔",491,33,0,50,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"象牙武僧",492,33,10,0,0,0,武僧,2,1,3,5,5,1,102,="49+15",="33+10",="39+10",7,35,37,="79+18",="67+18"
"石巨魔伯特",493,33,5,70,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"石巨魔比尔",494,33,5,70,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"石巨魔汤姆",495,33,5,70,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"洞穴巨魔",496,33,0,50,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"反圣武士",497,33,10,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"洛格鲁斯精通者",498,33,10,0,0,0,标准,3,1,0,5,4,2,100,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"古墓尸妖",499,33,0,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"巨型骷髅巨魔",500,33,0,0,0,0,标准,8,-4,-4,0,5,1,124,="19+12",="13+7",="28+10",-1,13,7,="95+30",="55+30"
"混沌幼龙",501,33,5,100,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"律法幼龙",502,33,5,100,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"平衡幼龙",503,33,5,100,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"虚灵幼龙",504,33,5,100,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"石川五右卫门",505,33,10,0,0,0,标准,8,-4,-4,0,5,1,124,="19+12",="13+7",="28+10",-1,13,7,="95+30",="55+30"
"巨人法索尔特",506,33,2,0,0,0,标准,5,-1,-3,1,3,1,108,="39+15",="32+12",="33+10",3,31,29,="85+21",="60+14"
"洛格鲁斯幽灵",507,33,10,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"怨灵",508,33,10,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"水巨魔",509,33,0,50,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"火元素",510,33,0,50,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"智天使",511,33,10,68,0,0,标准,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"水元素",512,33,0,40,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"多彩猎犬",513,33,5,40,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"夜行者",514,34,20,46,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"迅猛龙",515,34,20,60,0,0,爬行动物,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"盗贼大师",516,34,20,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"活体王牌尤尔特",517,34,10,0,0,0,标准,2,1,1,3,3,2,103,="24+7",="28+10",="35+10",4,21,29,="67+14",="70+25"
"巫妖",518,34,0,0,0,0,标准,2,3,-3,1,1,2,105,="25+7",="36+10",="37+10",1,17,24,="66+18",="50+15"
"瓦斯孢子",519,34,0,1,0,0,眼睛6,2,-1,-1,5,4,2,105,="40+12",="26+7",="41+10",6,26,17,="60+30",="65+30"
"吸血鬼大师",520,34,0,0,0,0,吸血鬼,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"东方吸血鬼",521,34,0,0,0,0,吸血鬼,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"高等木乃伊",522,34,0,0,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"恐虐放血鬼",523,34,0,0,0,0,标准,4,-3,-3,3,4,0,113,="22+12",="19+7",="30+10",2,13,12,="75+30",="52+30"
"巨型灰蝎",524,34,10,50,0,0,蝎子,4,-3,-3,3,4,3,117,="23+12",="21+7",="36+10",6,12,8,="70+30",="52+30"
"土元素",525,34,-10,60,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"气元素",526,34,10,50,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"末日幼龙",527,34,5,100,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"石像鬼",528,34,0,50,0,0,标准,4,-3,-3,3,4,0,113,="22+12",="19+7",="30+10",2,13,12,="75+30",="52+30"
"恶毒的矮妖",529,35,10,0,0,0,标准,1,2,-2,6,3,3,74,="49+15",="33+10",="48+10",19,51,46,="80+25",="50+11"
"伊奥格魔像",530,35,0,125,0,0,标准,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"炸弹手「穿心攻击」",531,35,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"忍者杀手",532,35,10,0,0,0,标准,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"无头幽灵",533,35,10,0,0,0,无头者,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"恐怖骑士",534,35,10,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"冷之原蜘蛛",535,35,10,50,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"星之精",536,35,10,0,0,0,果冻6,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"烟元素",537,35,10,80,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"奥罗格",538,35,0,50,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"半身人投石手",539,35,0,0,0,0,标准,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"重力猎犬",540,35,0,30,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"酸性原生质",541,35,10,18,0,0,果冻6,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"迟缓猎犬",542,35,0,30,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"冲击猎犬",543,35,0,30,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"海巨魔",544,35,0,50,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"软泥元素",545,35,0,80,0,0,标准,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"青年黑龙",546,32,2,60,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"披毛犀",547,35,0,55,0,0,大象,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"巨型火蚁",548,35,0,49,0,0,蚂蚁,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"成年白龙",549,35,5,65,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"索恩人",550,36,0,80,0,0,索恩元素怪,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"黑巨魔罗格罗格",551,36,10,70,0,0,标准,9,-6,-3,-4,6,0,117,="20+12",="19+9",="30+12",-2,13,7,="90+30",="10+6"
"雾巨人",552,36,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"图纹幽灵",553,36,10,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"灰幽灵",554,36,0,0,0,0,标准,-4,5,1,5,-2,-2,90,="55+15",="47+12",="48+10",10,37,38,="45+21",="55+14"
"复仇死尸",555,36,15,0,0,0,标准,-3,1,3,2,0,-1,99,="30+7",="34+10",="46+11",6,17,16,="53+21",="35+18"
"青年多彩龙",556,36,3,60,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"拉阿的毁灭法典",557,36,10,150,0,0,巨著,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"巨像",558,36,-5,150,0,0,标准,9,-7,-7,-3,7,2,138,="20+12",="20+9",="41+12",-1,13,10,="90+30",="16+6"
"青年金龙",559,36,2,63,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"成年蓝龙",560,36,5,75,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"成年绿龙",561,36,5,70,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"成年青铜龙",562,36,5,70,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"青年红龙",563,36,2,63,0,0,龙,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
